ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93660,3,2019,Elec- Agricultural,Y,0,0,NA
93662,1,2019,Elec- Agricultural,Y,9097,58214223,6399
93662,2,2019,Elec- Agricultural,Y,2609,9721547,3726
93662,3,2019,Elec- Agricultural,Y,0,0,NA
93667,1,2019,Elec- Agricultural,Y,0,0,NA
93667,2,2019,Elec- Agricultural,Y,0,0,NA
93667,3,2019,Elec- Agricultural,Y,0,0,NA
93668,1,2019,Elec- Agricultural,Y,0,0,NA
93668,2,2019,Elec- Agricultural,Y,0,0,NA
93668,3,2019,Elec- Agricultural,Y,0,0,NA
93675,1,2019,Elec- Agricultural,Y,0,0,NA
93675,2,2019,Elec- Agricultural,Y,0,0,NA
93675,3,2019,Elec- Agricultural,Y,0,0,NA
93701,1,2019,Elec- Agricultural,Y,0,0,NA
93701,2,2019,Elec- Agricultural,Y,0,0,NA
93701,3,2019,Elec- Agricultural,Y,0,0,NA
93702,1,2019,Elec- Agricultural,Y,0,0,NA
93702,2,2019,Elec- Agricultural,Y,0,0,NA
93702,3,2019,Elec- Agricultural,Y,0,0,NA
93703,1,2019,Elec- Agricultural,Y,0,0,NA
93703,2,2019,Elec- Agricultural,Y,0,0,NA
93703,3,2019,Elec- Agricultural,Y,0,0,NA
93704,1,2019,Elec- Agricultural,Y,0,0,NA
93704,2,2019,Elec- Agricultural,Y,0,0,NA
93704,3,2019,Elec- Agricultural,Y,0,0,NA
93705,1,2019,Elec- Agricultural,Y,0,0,NA
93705,2,2019,Elec- Agricultural,Y,0,0,NA
93705,3,2019,Elec- Agricultural,Y,0,0,NA
93706,1,2019,Elec- Agricultural,Y,0,0,NA
93706,2,2019,Elec- Agricultural,Y,3637,11801381,3245
93706,3,2019,Elec- Agricultural,Y,4433,25121152,5667
93710,1,2019,Elec- Agricultural,Y,0,0,NA
93710,2,2019,Elec- Agricultural,Y,0,0,NA
93710,3,2019,Elec- Agricultural,Y,0,0,NA
93711,1,2019,Elec- Agricultural,Y,0,0,NA
93711,2,2019,Elec- Agricultural,Y,0,0,NA
93711,3,2019,Elec- Agricultural,Y,0,0,NA
93720,1,2019,Elec- Agricultural,Y,0,0,NA
93720,2,2019,Elec- Agricultural,Y,0,0,NA
93720,3,2019,Elec- Agricultural,Y,0,0,NA
93721,1,2019,Elec- Agricultural,Y,0,0,NA
93721,2,2019,Elec- Agricultural,Y,0,0,NA
93721,3,2019,Elec- Agricultural,Y,0,0,NA
93722,1,2019,Elec- Agricultural,Y,0,0,NA
93722,2,2019,Elec- Agricultural,Y,0,0,NA
93722,3,2019,Elec- Agricultural,Y,0,0,NA
93723,1,2019,Elec- Agricultural,Y,0,0,NA
93723,2,2019,Elec- Agricultural,Y,0,0,NA
93723,3,2019,Elec- Agricultural,Y,0,0,NA
93725,1,2019,Elec- Agricultural,Y,0,0,NA
93725,2,2019,Elec- Agricultural,Y,0,0,NA
93725,3,2019,Elec- Agricultural,Y,0,0,NA
93726,1,2019,Elec- Agricultural,Y,0,0,NA
93726,2,2019,Elec- Agricultural,Y,0,0,NA
93726,3,2019,Elec- Agricultural,Y,0,0,NA
93727,1,2019,Elec- Agricultural,Y,0,0,NA
93727,2,2019,Elec- Agricultural,Y,0,0,NA
93727,3,2019,Elec- Agricultural,Y,0,0,NA
93728,1,2019,Elec- Agricultural,Y,0,0,NA
93728,2,2019,Elec- Agricultural,Y,0,0,NA
93728,3,2019,Elec- Agricultural,Y,0,0,NA
