CUSTOMERCLASS,DATE,TOTALKBTU
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,30637692.272
Elec- Commercial,2018-05-01,33025986.17
Elec- Commercial,2018-06-01,31870534.522
Elec- Commercial,2018-04-01,11644192.302
Elec- Commercial,2018-05-01,12389594.098
Elec- Commercial,2018-06-01,11511515.068
Elec- Commercial,2018-04-01,19236467.688
Elec- Commercial,2018-05-01,20471499.912
Elec- Commercial,2018-06-01,19171302.608
Elec- Commercial,2018-04-01,8965574.462
Elec- Commercial,2018-05-01,9540975.206
Elec- Commercial,2018-06-01,9422691.474
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,3139335.584
Elec- Commercial,2018-05-01,3268383.808
Elec- Commercial,2018-06-01,2901608.722
Elec- Commercial,2018-04-01,13518659.23
Elec- Commercial,2018-05-01,15452858.72
Elec- Commercial,2018-06-01,13523425.644
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,433228.386
Elec- Commercial,2018-05-01,462153.638
Elec- Commercial,2018-06-01,438500.662
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,4526358.916
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,4765842.156
Elec- Commercial,2018-04-01,7289348.882
Elec- Commercial,2018-05-01,7970914.664
Elec- Commercial,2018-06-01,8078301.94
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,9732291.586
Elec- Commercial,2018-05-01,10337245.982
Elec- Commercial,2018-06-01,9907388.962
Elec- Commercial,2018-04-01,48870124.434
Elec- Commercial,2018-05-01,50997186.168
Elec- Commercial,2018-06-01,45668080.814
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,12374496.788
Elec- Commercial,2018-05-01,13370303.416
Elec- Commercial,2018-06-01,12792103.15
Elec- Commercial,2018-04-01,7820865.312
Elec- Commercial,2018-05-01,12023274.602
Elec- Commercial,2018-06-01,7881625.308
Elec- Commercial,2018-04-01,12266075.794
Elec- Commercial,2018-05-01,12933263.784
Elec- Commercial,2018-06-01,12347085.98
Elec- Commercial,2018-04-01,12694060.182
Elec- Commercial,2018-05-01,12935783.668
Elec- Commercial,2018-06-01,12660767.55
Elec- Commercial,2018-04-01,47274795.928
Elec- Commercial,2018-05-01,49861346.884
Elec- Commercial,2018-06-01,49393503.084
Elec- Commercial,2018-04-01,17080043.964
Elec- Commercial,2018-05-01,17946770.948
Elec- Commercial,2018-06-01,17217776.676
Elec- Commercial,2018-04-01,19239930.172
Elec- Commercial,2018-05-01,20379445.596
Elec- Commercial,2018-06-01,19146144.614
Elec- Commercial,2018-04-01,1361918.752
Elec- Commercial,2018-05-01,1408662.286
Elec- Commercial,2018-06-01,1347289.6
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,5690111.728
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,69019892.972
Elec- Commercial,2018-05-01,73496256.384
Elec- Commercial,2018-06-01,73779077.23
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,175002591.286
Elec- Commercial,2018-05-01,185922722.256
Elec- Commercial,2018-06-01,185509219.346
Elec- Commercial,2018-04-01,8730147.544
Elec- Commercial,2018-05-01,9098273.69
Elec- Commercial,2018-06-01,8404196.464
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,60280181.18
Elec- Commercial,2018-05-01,63330708.134
Elec- Commercial,2018-06-01,65387662.422
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,24826641.822
Elec- Commercial,2018-05-01,26006041.794
Elec- Commercial,2018-06-01,26087834.338
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,116861970.716
Elec- Commercial,2018-05-01,121276540.414
Elec- Commercial,2018-06-01,114070960.394
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,36366617.126
Elec- Commercial,2018-06-01,34749699.938
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,44630611.266
Elec- Commercial,2018-05-01,46875142.954
Elec- Commercial,2018-06-01,42918167.852
Elec- Commercial,2018-04-01,80461724.764
Elec- Commercial,2018-05-01,83027054.652
Elec- Commercial,2018-06-01,75464216.664
Elec- Commercial,2018-04-01,20088618.934
Elec- Commercial,2018-05-01,20759869.53
Elec- Commercial,2018-06-01,19890091.664
Elec- Commercial,2018-04-01,59658819.26
Elec- Commercial,2018-05-01,62711658.726
Elec- Commercial,2018-06-01,60629175.688
Elec- Commercial,2018-04-01,53572765.26
Elec- Commercial,2018-05-01,55528930.472
Elec- Commercial,2018-06-01,51849268.29
Elec- Commercial,2018-04-01,31889637.882
Elec- Commercial,2018-05-01,33064469.386
Elec- Commercial,2018-06-01,31322510.024
Elec- Commercial,2018-04-01,56391799.08
Elec- Commercial,2018-05-01,58910523.682
Elec- Commercial,2018-06-01,34351881.892
Elec- Commercial,2018-04-01,23737605.77
Elec- Commercial,2018-05-01,24685817.382
Elec- Commercial,2018-06-01,23921786.668
Elec- Commercial,2018-04-01,34661243.212
Elec- Commercial,2018-05-01,35927613.744
Elec- Commercial,2018-06-01,34086087.544
Elec- Commercial,2018-04-01,10568148.42
Elec- Commercial,2018-05-01,10931555.282
Elec- Commercial,2018-06-01,10297565.664
Elec- Commercial,2018-04-01,13162959.694
Elec- Commercial,2018-05-01,13573980.424
Elec- Commercial,2018-06-01,13160794.856
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,21116175.472
Elec- Commercial,2018-04-01,4449471.034
Elec- Commercial,2018-05-01,4665684.622
Elec- Commercial,2018-06-01,3836064.658
Elec- Commercial,2018-04-01,7551134.038
Elec- Commercial,2018-05-01,7882046.336
Elec- Commercial,2018-06-01,7727824.408
Elec- Commercial,2018-04-01,33396478.242
Elec- Commercial,2018-05-01,34992743.064
Elec- Commercial,2018-06-01,32055827.688
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,8558515.794
Elec- Commercial,2018-05-01,8745713.012
Elec- Commercial,2018-06-01,8062959.554
Elec- Commercial,2018-04-01,29124552.202
Elec- Commercial,2018-05-01,30097595.04
Elec- Commercial,2018-06-01,27651802.542
Elec- Commercial,2018-04-01,2956543.45
Elec- Commercial,2018-05-01,3062513.684
Elec- Commercial,2018-06-01,2894919.404
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,8094684.328
Elec- Commercial,2018-05-01,8667470.928
Elec- Commercial,2018-06-01,8035834.668
Elec- Commercial,2018-04-01,28430685.49
Elec- Commercial,2018-05-01,29036334.268
Elec- Commercial,2018-06-01,27605674.84
Elec- Commercial,2018-04-01,4536246.79
Elec- Commercial,2018-05-01,4738528.75
Elec- Commercial,2018-06-01,4351528.61
Elec- Commercial,2018-04-01,12468621.682
Elec- Commercial,2018-05-01,12684615.33
Elec- Commercial,2018-06-01,12314654.256
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,15063769.15
Elec- Commercial,2018-05-01,15754562.986
Elec- Commercial,2018-06-01,15663957.132
Elec- Commercial,2018-04-01,23549057.492
Elec- Commercial,2018-05-01,24380895.708
Elec- Commercial,2018-06-01,16354763.536
Elec- Commercial,2018-04-01,69018783.846
Elec- Commercial,2018-05-01,71465814.292
Elec- Commercial,2018-06-01,71197927.372
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,12869977.62
Elec- Commercial,2018-05-01,14562425.346
Elec- Commercial,2018-06-01,16105304.446
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,9247452.708
Elec- Commercial,2018-05-01,10135300.216
Elec- Commercial,2018-06-01,6639916.334
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,4189238.026
Elec- Commercial,2018-04-01,878236.13
Elec- Commercial,2018-05-01,1012327.264
Elec- Commercial,2018-06-01,1220117.15
Elec- Commercial,2018-04-01,24901619.368
Elec- Commercial,2018-05-01,27235135.638
Elec- Commercial,2018-06-01,27777391.424
Elec- Commercial,2018-04-01,17578871.026
Elec- Commercial,2018-05-01,17893432.356
Elec- Commercial,2018-06-01,17891220.388
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,24581113.374
Elec- Commercial,2018-05-01,44786473.318
Elec- Commercial,2018-06-01,29216505.974
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,11262436.16
Elec- Commercial,2018-05-01,12202192.65
Elec- Commercial,2018-06-01,12769622.14
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,3186597.548
Elec- Commercial,2018-04-01,10144085.248
Elec- Commercial,2018-05-01,6860912.046
Elec- Commercial,2018-06-01,11718183.26
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,4283680.262
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,53683904.084
Elec- Commercial,2018-05-01,57442210.526
Elec- Commercial,2018-06-01,61219793.138
Elec- Commercial,2018-04-01,8873372.472
Elec- Commercial,2018-05-01,9955062.528
Elec- Commercial,2018-06-01,10507413.56
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,20674765.318
Elec- Commercial,2018-05-01,21728843.478
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,10684484.112
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,12978159.822
Elec- Commercial,2018-04-01,40662497.774
Elec- Commercial,2018-05-01,44282012.65
Elec- Commercial,2018-06-01,45847262.79
Elec- Commercial,2018-04-01,21274120.67
Elec- Commercial,2018-05-01,23380212.696
Elec- Commercial,2018-06-01,24191326.28
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,15041900.83
Elec- Commercial,2018-05-01,16893214.36
Elec- Commercial,2018-06-01,17399855.576
Elec- Commercial,2018-04-01,122031207.968
Elec- Commercial,2018-05-01,127812940.416
Elec- Commercial,2018-06-01,127807174.846
Elec- Commercial,2018-04-01,38022790.462
Elec- Commercial,2018-05-01,39929098.418
Elec- Commercial,2018-06-01,39429639.814
Elec- Commercial,2018-04-01,18756536.614
Elec- Commercial,2018-05-01,19700500.242
Elec- Commercial,2018-06-01,19336493.258
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,100288897.878
Elec- Commercial,2018-05-01,104087000.892
Elec- Commercial,2018-06-01,102468525.272
Elec- Commercial,2018-04-01,72548252.144
Elec- Commercial,2018-05-01,76211821.002
Elec- Commercial,2018-06-01,72772380.43
Elec- Commercial,2018-04-01,10351033.078
Elec- Commercial,2018-05-01,10951843.176
Elec- Commercial,2018-06-01,11145547.476
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,9588799.588
Elec- Commercial,2018-05-01,10196553.506
Elec- Commercial,2018-06-01,10437661.16
Elec- Commercial,2018-04-01,30679798.214
Elec- Commercial,2018-05-01,32662849.52
Elec- Commercial,2018-06-01,34663219.53
Elec- Commercial,2018-04-01,47043588.716
Elec- Commercial,2018-05-01,49028019.36
Elec- Commercial,2018-06-01,50525531.122
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,46140141.178
Elec- Commercial,2018-05-01,49785175.378
Elec- Commercial,2018-06-01,51896036.96
Elec- Commercial,2018-04-01,11827216.944
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,3958838.308
Elec- Commercial,2018-05-01,4292848.618
Elec- Commercial,2018-06-01,4069851.452
Elec- Commercial,2018-04-01,46649449.952
Elec- Commercial,2018-05-01,51106345.532
Elec- Commercial,2018-06-01,51539523.646
Elec- Commercial,2018-04-01,20560013.194
Elec- Commercial,2018-05-01,22178501.382
Elec- Commercial,2018-06-01,22921556.104
Elec- Commercial,2018-04-01,49010421.018
Elec- Commercial,2018-05-01,65730523.746
Elec- Commercial,2018-06-01,66616240.978
Elec- Commercial,2018-04-01,7167131.366
Elec- Commercial,2018-05-01,7689997.87
Elec- Commercial,2018-06-01,7071001.876
Elec- Commercial,2018-04-01,5156600.128
Elec- Commercial,2018-05-01,5419664.078
Elec- Commercial,2018-06-01,5191312.944
Elec- Commercial,2018-04-01,21005894.414
Elec- Commercial,2018-05-01,22393398.472
Elec- Commercial,2018-06-01,21629336.338
Elec- Commercial,2018-04-01,37194179.08
Elec- Commercial,2018-05-01,38956608.572
Elec- Commercial,2018-06-01,39877525.63
Elec- Commercial,2018-04-01,20813459.482
Elec- Commercial,2018-05-01,22836725.246
Elec- Commercial,2018-06-01,24889001.096
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,91951509.76
Elec- Commercial,2018-05-01,97969803.388
Elec- Commercial,2018-06-01,97491465.308
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,6006165.508
Elec- Commercial,2018-05-01,6426172.358
Elec- Commercial,2018-06-01,6921854.278
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,15266095.098
Elec- Commercial,2018-05-01,17153529.06
Elec- Commercial,2018-06-01,17225298.624
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,49047782.54
Elec- Commercial,2018-05-01,51585626.212
Elec- Commercial,2018-06-01,49840323.762
Elec- Commercial,2018-04-01,21835033.652
Elec- Commercial,2018-05-01,22979739.66
Elec- Commercial,2018-06-01,22256281.592
Elec- Commercial,2018-04-01,4696353.684
Elec- Commercial,2018-05-01,5088915.164
Elec- Commercial,2018-06-01,4937700.13
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,9068019.372
Elec- Commercial,2018-05-01,8921690.148
Elec- Commercial,2018-06-01,8877573.326
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,57537278.02
Elec- Commercial,2018-05-01,61156274.466
Elec- Commercial,2018-06-01,61816320.69
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,10317702.742
Elec- Commercial,2018-04-01,29659543.684
Elec- Commercial,2018-05-01,29769190.058
Elec- Commercial,2018-06-01,18268291.808
Elec- Commercial,2018-04-01,13624626.322
Elec- Commercial,2018-05-01,15168070.982
Elec- Commercial,2018-06-01,15005101.726
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,47591877.142
Elec- Commercial,2018-05-01,50545599.076
Elec- Commercial,2018-06-01,48101616.37
Elec- Commercial,2018-04-01,10373498.378
Elec- Commercial,2018-05-01,11270228.32
Elec- Commercial,2018-06-01,11914017.836
Elec- Commercial,2018-04-01,17050710.252
Elec- Commercial,2018-05-01,18417580.796
Elec- Commercial,2018-06-01,18635949.796
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,23167169.386
Elec- Commercial,2018-05-01,23976887.922
Elec- Commercial,2018-06-01,23697473.004
Elec- Commercial,2018-04-01,9868277.346
Elec- Commercial,2018-05-01,10449899.25
Elec- Commercial,2018-06-01,8762720.658
Elec- Commercial,2018-04-01,9587778.438
Elec- Commercial,2018-05-01,10228209.156
Elec- Commercial,2018-06-01,9643426.4
Elec- Commercial,2018-04-01,10396010.808
Elec- Commercial,2018-05-01,10762267.464
Elec- Commercial,2018-06-01,10564088.956
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,49737454.682
Elec- Commercial,2018-05-01,52201219.42
Elec- Commercial,2018-06-01,47927992.592
Elec- Commercial,2018-04-01,54756893.942
Elec- Commercial,2018-05-01,56680806.524
Elec- Commercial,2018-06-01,55640022.166
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,18687088.988
Elec- Commercial,2018-05-01,19391245.75
Elec- Commercial,2018-06-01,11799856.408
Elec- Commercial,2018-04-01,63531434.804
Elec- Commercial,2018-05-01,66276785.582
Elec- Commercial,2018-06-01,65140440.436
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,5212446.036
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,33557992.752
Elec- Commercial,2018-05-01,35376528.938
Elec- Commercial,2018-06-01,34029757.768
Elec- Commercial,2018-04-01,7620861.302
Elec- Commercial,2018-05-01,7931812.474
Elec- Commercial,2018-06-01,7574325.14
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,25690198.528
Elec- Commercial,2018-05-01,26136076.606
Elec- Commercial,2018-06-01,25263049.912
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,4809044.656
Elec- Commercial,2018-05-01,4836398.908
Elec- Commercial,2018-06-01,3632507.046
Elec- Commercial,2018-04-01,24617274.652
Elec- Commercial,2018-05-01,25297407.682
Elec- Commercial,2018-06-01,24666456.378
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,15297926.7
Elec- Commercial,2018-05-01,15577175.092
Elec- Commercial,2018-06-01,13689169.286
Elec- Commercial,2018-04-01,3153857.908
Elec- Commercial,2018-05-01,3318209.644
Elec- Commercial,2018-06-01,3133485.18
Elec- Commercial,2018-04-01,32342368.662
Elec- Commercial,2018-05-01,35031348.818
Elec- Commercial,2018-06-01,52979310.584
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,23791381.1
Elec- Commercial,2018-05-01,24270598.94
Elec- Commercial,2018-06-01,22574255.134
Elec- Commercial,2018-04-01,28864806.204
Elec- Commercial,2018-05-01,29869432.426
Elec- Commercial,2018-06-01,29214092.918
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,3443961.91
Elec- Commercial,2018-05-01,3501297.126
Elec- Commercial,2018-06-01,3366407.924
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,1927997.182
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,8705545.684
Elec- Commercial,2018-05-01,9264510.626
Elec- Commercial,2018-06-01,9266163.318
Elec- Commercial,2018-04-01,22628526.9
Elec- Commercial,2018-05-01,23866544.024
Elec- Commercial,2018-06-01,23616293.15
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,4219800.26
Elec- Commercial,2018-05-01,4439347.51
Elec- Commercial,2018-06-01,4356668.922
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,10057614.266
Elec- Commercial,2018-05-01,10679007.606
Elec- Commercial,2018-06-01,10431433.716
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,10968552.332
Elec- Commercial,2018-05-01,11330419.614
Elec- Commercial,2018-06-01,10804235.158
Elec- Commercial,2018-04-01,14344920.396
Elec- Commercial,2018-05-01,15286590.364
Elec- Commercial,2018-06-01,15408446.55
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,32307219.108
Elec- Commercial,2018-05-01,34279694.442
Elec- Commercial,2018-06-01,48502862.338
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,25642713.482
Elec- Commercial,2018-05-01,26463023.7
Elec- Commercial,2018-06-01,23081395.928
Elec- Commercial,2018-04-01,32982909.35
Elec- Commercial,2018-05-01,34326837.01
Elec- Commercial,2018-06-01,33293081.306
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,11518993.028
Elec- Commercial,2018-05-01,12997718.772
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
Elec- Commercial,2018-04-01,0
Elec- Commercial,2018-05-01,0
Elec- Commercial,2018-06-01,0
