ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM,DATE,TOTALKBTU
92304,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
92304,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
92304,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
92365,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
92365,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
92365,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93203,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93203,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93203,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93204,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93204,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93204,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93210,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93210,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93210,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93224,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93224,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93224,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93234,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93234,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93234,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93239,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93239,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93239,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93252,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93252,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93252,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93263,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93263,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93263,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93268,1,2017,Gas- Commercial,Y,265,48606,183,2017-01-01,4859438.3166
93268,2,2017,Gas- Commercial,Y,264,30433,115,2017-02-01,3042572.6513
93268,3,2017,Gas- Commercial,Y,264,25786,98,2017-03-01,2577983.7146
93280,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93280,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93280,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93301,1,2017,Gas- Commercial,N,1159,321229,277,2017-01-01,32115222.6269
93301,2,2017,Gas- Commercial,N,1159,201964,174,2017-02-01,20191573.0604
93301,3,2017,Gas- Commercial,N,1155,173088,150,2017-03-01,17304663.1968
93304,1,2017,Gas- Commercial,N,618,148297,240,2017-01-01,14826155.7017
93304,2,2017,Gas- Commercial,N,620,101902,164,2017-02-01,10187764.5422
93304,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93305,1,2017,Gas- Commercial,N,506,141284,279,2017-01-01,14125023.3124
93305,2,2017,Gas- Commercial,N,506,89482,177,2017-02-01,8946061.3802
93305,3,2017,Gas- Commercial,N,507,78431,155,2017-03-01,7841225.4991
93306,1,2017,Gas- Commercial,N,368,143965,391,2017-01-01,14393059.2365
93306,2,2017,Gas- Commercial,N,369,103633,281,2017-02-01,10360823.1713
93306,3,2017,Gas- Commercial,N,370,98620,267,2017-03-01,9859642.982
93307,1,2017,Gas- Commercial,Y,650,230768,355,2017-01-01,23071284.6448
93307,2,2017,Gas- Commercial,Y,1184,291353,246,2017-02-01,29128336.6633
93307,3,2017,Gas- Commercial,Y,1806,360608,200,2017-03-01,36052181.4688
93308,1,2017,Gas- Commercial,Y,512,139551,273,2017-01-01,13951764.7311
93308,2,2017,Gas- Commercial,Y,510,90756,178,2017-02-01,9073430.9316
93308,3,2017,Gas- Commercial,Y,515,82177,160,2017-03-01,8215735.9697
93309,1,2017,Gas- Commercial,N,396,131221,331,2017-01-01,13118963.8181
93309,2,2017,Gas- Commercial,Y,437,102678,235,2017-02-01,10265345.9958
93309,3,2017,Gas- Commercial,Y,435,101259,233,2017-03-01,10123479.9099
93311,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93311,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93311,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93313,1,2017,Gas- Commercial,Y,572,215890,377,2017-01-01,21583840.229
93313,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93313,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93314,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93314,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93314,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93432,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93432,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93432,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93446,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93446,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93446,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93450,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93450,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93450,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93461,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93461,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93461,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93516,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93516,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93516,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93523,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93523,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93523,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93555,1,2017,Gas- Commercial,Y,624,213327,342,2017-01-01,21327601.4847
93555,2,2017,Gas- Commercial,Y,623,125466,201,2017-02-01,12543601.3626
93555,3,2017,Gas- Commercial,Y,617,95513,155,2017-03-01,9549017.2393
93561,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93561,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93561,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93562,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93562,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93562,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93608,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93608,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93608,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93610,1,2017,Gas- Commercial,N,194,57510,296,2017-01-01,5749625.511
93610,2,2017,Gas- Commercial,N,194,36598,189,2017-02-01,3658925.3078
93610,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93611,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93611,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93611,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93612,1,2017,Gas- Commercial,Y,1358,478620,352,2017-01-01,47850560.982
93612,2,2017,Gas- Commercial,Y,1368,315315,230,2017-02-01,31523963.9715
93612,3,2017,Gas- Commercial,Y,1368,266679,195,2017-03-01,26661526.3719
93616,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93616,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93616,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93619,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93619,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93619,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93620,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93620,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93620,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93622,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93622,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93622,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93625,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93625,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93625,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93627,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93627,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93627,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93630,1,2017,Gas- Commercial,Y,224,77346,345,2017-01-01,7732751.4306
93630,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93630,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93631,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93631,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93631,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93635,1,2017,Gas- Commercial,Y,561,218313,389,2017-01-01,21826082.3193
93635,2,2017,Gas- Commercial,N,444,108048,243,2017-02-01,10802217.6528
93635,3,2017,Gas- Commercial,Y,561,127837,228,2017-03-01,12780644.6957
93636,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93636,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93636,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93637,1,2017,Gas- Commercial,Y,1214,578464,476,2017-01-01,57832574.7104
93637,2,2017,Gas- Commercial,Y,1212,414879,342,2017-02-01,41477984.3919
93637,3,2017,Gas- Commercial,Y,899,309877,345,2017-03-01,30980293.9397
93638,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93638,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93638,3,2017,Gas- Commercial,Y,498,88388,177,2017-03-01,8836687.5268
93640,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93640,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93640,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93650,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93650,2,2017,Gas- Commercial,N,125,23598,189,2017-02-01,2359236.0078
93650,3,2017,Gas- Commercial,N,125,19287,154,2017-03-01,1928239.0407
93657,1,2017,Gas- Commercial,N,322,94925,295,2017-01-01,9490231.2925
93657,2,2017,Gas- Commercial,N,323,68451,212,2017-02-01,6843464.0211
93657,3,2017,Gas- Commercial,N,321,58444,182,2017-03-01,5843003.1884
93660,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93660,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93660,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93662,1,2017,Gas- Commercial,Y,784,404120,515,2017-01-01,40402341.532
93662,2,2017,Gas- Commercial,Y,785,268465,342,2017-02-01,26840083.6865
93662,3,2017,Gas- Commercial,Y,785,230222,293,2017-03-01,23016697.6942
93668,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93668,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93668,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93701,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93701,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93701,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93702,1,2017,Gas- Commercial,N,412,110241,268,2017-01-01,11021465.2401
93702,2,2017,Gas- Commercial,N,407,72027,177,2017-02-01,7200978.5547
93702,3,2017,Gas- Commercial,N,410,59762,146,2017-03-01,5974771.6882
93703,1,2017,Gas- Commercial,N,544,133298,245,2017-01-01,13326614.1778
93703,2,2017,Gas- Commercial,N,548,99749,182,2017-02-01,9972515.9989
93703,3,2017,Gas- Commercial,N,547,80308,147,2017-03-01,8028880.6388
93704,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93704,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93704,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93705,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93705,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93705,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93706,1,2017,Gas- Commercial,N,573,362718,633,2017-01-01,36263131.0398
93706,2,2017,Gas- Commercial,Y,815,296131,363,2017-02-01,29606022.4691
93706,3,2017,Gas- Commercial,Y,814,254664,313,2017-03-01,25460313.5304
93710,1,2017,Gas- Commercial,Y,879,335975,382,2017-01-01,33589470.1975
93710,2,2017,Gas- Commercial,Y,875,215909,247,2017-02-01,21585739.7749
93710,3,2017,Gas- Commercial,Y,874,183594,210,2017-03-01,18355012.1034
93711,1,2017,Gas- Commercial,Y,1292,337052,261,2017-01-01,33697144.4572
93711,2,2017,Gas- Commercial,N,1163,185704,160,2017-02-01,18565961.6744
93711,3,2017,Gas- Commercial,Y,1164,155550,134,2017-03-01,15551282.355
93720,1,2017,Gas- Commercial,Y,1042,394381,378,2017-01-01,39428674.2941
93720,2,2017,Gas- Commercial,Y,1046,271502,260,2017-02-01,27143711.1022
93720,3,2017,Gas- Commercial,Y,1045,244344,234,2017-03-01,24428560.1784
93721,1,2017,Gas- Commercial,Y,734,364143,496,2017-01-01,36405596.9823
93721,2,2017,Gas- Commercial,Y,734,245397,334,2017-02-01,24533835.0117
93721,3,2017,Gas- Commercial,Y,738,206240,279,2017-03-01,20619070.864
93722,1,2017,Gas- Commercial,Y,853,263491,309,2017-01-01,26342802.5651
93722,2,2017,Gas- Commercial,N,849,175715,207,2017-02-01,17567300.4115
93722,3,2017,Gas- Commercial,N,848,146551,173,2017-03-01,14651597.4311
93723,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93723,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93723,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93725,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93725,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93725,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93726,1,2017,Gas- Commercial,Y,1226,486827,397,2017-01-01,48671064.8347
93726,2,2017,Gas- Commercial,Y,1228,314743,256,2017-02-01,31466777.6423
93726,3,2017,Gas- Commercial,Y,1226,260610,213,2017-03-01,26054771.421
93727,1,2017,Gas- Commercial,N,1011,353392,350,2017-01-01,35330753.9312
93727,2,2017,Gas- Commercial,N,1012,214668,212,2017-02-01,21461669.4348
93727,3,2017,Gas- Commercial,N,1008,166156,165,2017-03-01,16611628.8716
93728,1,2017,Gas- Commercial,Y,398,90228,227,2017-01-01,9020643.5508
93728,2,2017,Gas- Commercial,Y,397,62189,157,2017-02-01,6217413.6829
93728,3,2017,Gas- Commercial,Y,392,53477,136,2017-03-01,5346421.8997
93730,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93730,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93730,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93740,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93740,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93740,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93741,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93741,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93741,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93901,1,2017,Gas- Commercial,Y,1153,354811,308,2017-01-01,35472620.0171
93901,2,2017,Gas- Commercial,Y,1154,240712,209,2017-02-01,24065446.9832
93901,3,2017,Gas- Commercial,Y,1155,227911,197,2017-03-01,22785652.9271
93905,1,2017,Gas- Commercial,N,363,117700,324,2017-01-01,11767186.97
93905,2,2017,Gas- Commercial,N,363,89549,247,2017-02-01,8952759.7789
93905,3,2017,Gas- Commercial,N,363,89716,247,2017-03-01,8969455.7876
93906,1,2017,Gas- Commercial,N,371,142880,385,2017-01-01,14284585.168
93906,2,2017,Gas- Commercial,N,371,105867,285,2017-02-01,10584169.7787
93906,3,2017,Gas- Commercial,N,371,106658,287,2017-03-01,10663250.8738
93907,1,2017,Gas- Commercial,Y,507,206482,407,2017-01-01,20643265.0802
93907,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93907,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93908,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93908,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93908,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93921,1,2017,Gas- Commercial,N,164,56888,347,2017-01-01,5687440.3768
93921,2,2017,Gas- Commercial,N,164,46437,283,2017-02-01,4642590.1557
93921,3,2017,Gas- Commercial,N,164,45944,280,2017-03-01,4593301.9384
93923,1,2017,Gas- Commercial,Y,427,153769,360,2017-01-01,15373224.9209
93923,2,2017,Gas- Commercial,Y,425,123731,291,2017-02-01,12370142.8291
93923,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93924,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93924,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93924,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93925,1,2017,Gas- Commercial,Y,25,3130,125,2017-01-01,312925.193
93925,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93925,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93926,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93926,2,2017,Gas- Commercial,Y,93,10969,118,2017-02-01,1096637.8409
93926,3,2017,Gas- Commercial,Y,93,11661,125,2017-03-01,1165821.3021
93927,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93927,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93927,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93930,1,2017,Gas- Commercial,Y,539,206855,384,2017-01-01,20680556.1655
93930,2,2017,Gas- Commercial,Y,691,182916,265,2017-02-01,18287228.3076
93930,3,2017,Gas- Commercial,Y,692,174197,252,2017-03-01,17415536.6917
93933,1,2017,Gas- Commercial,N,285,79814,280,2017-01-01,7979492.4454
93933,2,2017,Gas- Commercial,N,287,57597,201,2017-02-01,5758323.4317
93933,3,2017,Gas- Commercial,N,288,58088,202,2017-03-01,5807411.6968
93940,1,2017,Gas- Commercial,Y,1343,804985,599,2017-01-01,80479260.8585
93940,2,2017,Gas- Commercial,Y,1813,715926,395,2017-02-01,71575489.3686
93940,3,2017,Gas- Commercial,Y,1768,736564,417,2017-03-01,73638796.1204
93950,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93950,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93950,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93953,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
93953,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93953,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
93955,1,2017,Gas- Commercial,N,469,156179,333,2017-01-01,15614167.3219
93955,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93955,3,2017,Gas- Commercial,N,466,106043,228,2017-03-01,10601765.5723
93960,1,2017,Gas- Commercial,Y,232,53518,231,2017-01-01,5350520.9198
93960,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
93960,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94002,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94002,2,2017,Gas- Commercial,N,445,107312,241,2017-02-01,10728635.2432
94002,3,2017,Gas- Commercial,N,444,102229,230,2017-03-01,10220456.7269
94005,1,2017,Gas- Commercial,N,140,104678,748,2017-01-01,10465298.1958
94005,2,2017,Gas- Commercial,N,140,77914,557,2017-02-01,7789537.8554
94005,3,2017,Gas- Commercial,N,141,71417,507,2017-03-01,7139993.1337
94010,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94010,2,2017,Gas- Commercial,N,810,391868,484,2017-02-01,39177434.3548
94010,3,2017,Gas- Commercial,N,809,375962,465,2017-03-01,37587214.5082
94014,1,2017,Gas- Commercial,N,399,176022,441,2017-01-01,17597993.0742
94014,2,2017,Gas- Commercial,N,399,129068,323,2017-02-01,12903715.2748
94014,3,2017,Gas- Commercial,N,400,126345,316,2017-03-01,12631480.3545
94015,1,2017,Gas- Commercial,N,265,244226,922,2017-01-01,24416762.9986
94015,2,2017,Gas- Commercial,N,265,192508,726,2017-02-01,19246199.0588
94015,3,2017,Gas- Commercial,N,263,199638,759,2017-03-01,19959028.6518
94019,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94019,2,2017,Gas- Commercial,N,222,66095,298,2017-02-01,6607920.3295
94019,3,2017,Gas- Commercial,N,222,65003,293,2017-03-01,6498746.4283
94022,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94022,2,2017,Gas- Commercial,Y,384,126326,329,2017-02-01,12629580.8086
94022,3,2017,Gas- Commercial,Y,382,114210,299,2017-03-01,11418270.381
94024,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94024,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94024,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94025,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94025,2,2017,Gas- Commercial,Y,721,504993,700,2017-02-01,50487230.6673
94025,3,2017,Gas- Commercial,Y,720,469602,652,2017-03-01,46948976.5122
94027,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94027,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94027,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94028,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94028,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94028,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94030,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94030,2,2017,Gas- Commercial,Y,273,162210,594,2017-02-01,16217123.181
94030,3,2017,Gas- Commercial,Y,275,168482,613,2017-03-01,16844173.2802
94038,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94038,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94038,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94040,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94040,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94040,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94041,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94041,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94041,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94043,1,2017,Gas- Commercial,Y,2045,1832922,896,2017-01-01,183248393.1642
94043,2,2017,Gas- Commercial,Y,2040,1285201,630,2017-02-01,128489383.6961
94043,3,2017,Gas- Commercial,Y,2037,1211001,595,2017-03-01,121071157.0761
94044,1,2017,Gas- Commercial,Y,298,99439,334,2017-01-01,9941523.4079
94044,2,2017,Gas- Commercial,Y,296,77139,261,2017-02-01,7712056.3779
94044,3,2017,Gas- Commercial,Y,297,75381,254,2017-03-01,7536298.3941
94061,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94061,2,2017,Gas- Commercial,Y,398,135280,340,2017-02-01,13524766.808
94061,3,2017,Gas- Commercial,Y,396,124633,315,2017-03-01,12460321.2713
94062,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94062,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94062,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94063,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94063,2,2017,Gas- Commercial,N,1045,373095,357,2017-02-01,37300583.0295
94063,3,2017,Gas- Commercial,N,1043,350128,336,2017-03-01,35004431.9408
94065,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94065,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94065,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94066,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94066,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94066,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94070,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94070,2,2017,Gas- Commercial,N,1002,233690,233,2017-02-01,23363414.809
94070,3,2017,Gas- Commercial,N,999,213740,214,2017-03-01,21368891.614
94080,1,2017,Gas- Commercial,Y,9522,7177519,754,2017-01-01,717580357.2959
94080,2,2017,Gas- Commercial,Y,1480,1162404,785,2017-02-01,116212618.5444
94080,3,2017,Gas- Commercial,Y,1483,1153290,778,2017-03-01,115301436.369
94085,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94085,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94085,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94086,1,2017,Gas- Commercial,N,368,257176,699,2017-01-01,25711453.4936
94086,2,2017,Gas- Commercial,N,368,177865,483,2017-02-01,17782249.0265
94086,3,2017,Gas- Commercial,N,366,155005,424,2017-03-01,15496795.3805
94087,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94087,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94087,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94089,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94089,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94089,3,2017,Gas- Commercial,Y,0,0,NA,2017-03-01,0
94102,1,2017,Gas- Commercial,N,434,357949,825,2017-01-01,35786345.0189
94102,2,2017,Gas- Commercial,N,432,277377,642,2017-02-01,27731070.6897
94102,3,2017,Gas- Commercial,N,432,280926,650,2017-03-01,28085885.8686
94103,1,2017,Gas- Commercial,N,1088,534344,491,2017-01-01,53421629.1784
94103,2,2017,Gas- Commercial,N,1087,395110,363,2017-02-01,39501556.871
94103,3,2017,Gas- Commercial,N,1084,387419,357,2017-03-01,38732640.6859
94104,1,2017,Gas- Commercial,Y,0,0,NA,2017-01-01,0
94104,2,2017,Gas- Commercial,Y,0,0,NA,2017-02-01,0
94104,3,2017,Gas- Commercial,N,56,54026,965,2017-03-01,5401308.7786
94105,1,2017,Gas- Commercial,N,171,328087,1919,2017-01-01,32800858.7207
94105,2,2017,Gas- Commercial,N,169,248262,1469,2017-02-01,24820266.5382
